recency,history_segment,history,mens,womens,zip_code,newbie,channel,segment,visit,conversion,spend,customer_id
1,1) $0 - $100,99.14,1,0,Urban,1,Web,Womens E-Mail,1,0,0.0,41231
10,3) $200 - $350,309.21,0,1,Urban,0,Phone,Mens E-Mail,0,0,0.0,55853
3,1) $0 - $100,99.71,0,1,Urban,1,Phone,No E-Mail,0,0,0.0,15347
2,2) $100 - $200,126.24,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0,36897
7,3) $200 - $350,331.78,1,0,Urban,1,Phone,Mens E-Mail,0,0,0.0,25029
10,2) $100 - $200,127.64,0,1,Rural,1,Phone,Womens E-Mail,0,0,0.0,32719
3,3) $200 - $350,250.43,0,1,Surburban,1,Web,Womens E-Mail,1,0,0.0,42663
9,4) $350 - $500,451.07,0,1,Surburban,0,Multichannel,Mens E-Mail,1,0,0.0,14491
1,2) $100 - $200,194.82,1,0,Urban,1,Web,Womens E-Mail,0,0,0.0,48928
10,3) $200 - $350,240.26,1,1,Rural,1,Web,No E-Mail,0,0,0.0,954
12,1) $0 - $100,29.99,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,31762
3,"7) $1,000 +",1304.57,1,1,Urban,1,Phone,No E-Mail,0,0,0.0,15055
4,2) $100 - $200,110.67,1,0,Surburban,0,Web,No E-Mail,0,0,0.0,61531
4,"7) $1,000 +",1056.11,1,1,Surburban,1,Web,Womens E-Mail,0,0,0.0,40795
5,3) $200 - $350,295.59,0,1,Surburban,1,Web,No E-Mail,0,0,0.0,18521
4,2) $100 - $200,158.22,0,1,Urban,0,Web,Womens E-Mail,0,0,0.0,49131
1,"7) $1,000 +",1870.78,1,1,Surburban,1,Web,No E-Mail,0,0,0.0,2978
10,3) $200 - $350,257.17,0,1,Rural,1,Web,Mens E-Mail,1,0,0.0,13232
2,5) $500 - $750,542.34,0,1,Urban,1,Phone,No E-Mail,0,0,0.0,449
10,1) $0 - $100,29.99,1,0,Urban,1,Web,No E-Mail,0,0,0.0,18739
8,4) $350 - $500,393.49,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0,50633
9,1) $0 - $100,96.24,1,0,Surburban,0,Web,Womens E-Mail,1,0,0.0,4695
4,"7) $1,000 +",1466.51,1,0,Urban,1,Multichannel,Womens E-Mail,0,0,0.0,47939
2,1) $0 - $100,29.99,0,1,Urban,0,Phone,Mens E-Mail,0,0,0.0,55950
1,1) $0 - $100,29.99,1,0,Surburban,0,Web,No E-Mail,0,0,0.0,17791
12,1) $0 - $100,47.76,0,1,Surburban,0,Web,No E-Mail,0,0,0.0,61109
7,2) $100 - $200,128.43,0,1,Urban,0,Phone,Mens E-Mail,0,0,0.0,50261
6,1) $0 - $100,61.71,0,1,Urban,1,Phone,No E-Mail,0,0,0.0,37535
3,3) $200 - $350,206.86,0,1,Surburban,1,Multichannel,No E-Mail,0,0,0.0,41660
10,2) $100 - $200,139.31,0,1,Surburban,1,Web,Mens E-Mail,0,0,0.0,37990
9,2) $100 - $200,171.17,0,1,Urban,0,Web,No E-Mail,0,0,0.0,43752
7,1) $0 - $100,47.73,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0,52764
9,1) $0 - $100,68.26,0,1,Urban,0,Web,No E-Mail,0,0,0.0,36024
10,3) $200 - $350,277.84,1,0,Urban,1,Web,No E-Mail,0,0,0.0,6559
4,5) $500 - $750,502.61,1,0,Surburban,1,Web,Mens E-Mail,1,0,0.0,20072
10,1) $0 - $100,29.99,0,1,Rural,0,Web,Mens E-Mail,0,0,0.0,2671
4,4) $350 - $500,360.56,0,1,Urban,0,Phone,No E-Mail,0,0,0.0,8882
11,4) $350 - $500,375.47,1,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0,57354
7,3) $200 - $350,242.04,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0,24492
3,1) $0 - $100,96.25,1,0,Surburban,0,Web,Mens E-Mail,0,0,0.0,30012
8,5) $500 - $750,627.74,1,1,Urban,1,Web,No E-Mail,1,0,0.0,19710
10,2) $100 - $200,139.6,1,0,Urban,1,Web,Womens E-Mail,0,0,0.0,59721
12,5) $500 - $750,525.77,1,0,Surburban,1,Web,Womens E-Mail,1,0,0.0,8296
10,1) $0 - $100,29.99,1,0,Surburban,1,Web,Womens E-Mail,0,0,0.0,10239
10,3) $200 - $350,289.49,1,0,Urban,0,Phone,Mens E-Mail,0,0,0.0,47220
1,4) $350 - $500,389.98,0,1,Surburban,0,Multichannel,Mens E-Mail,0,0,0.0,40043
6,4) $350 - $500,426.8,1,0,Urban,1,Phone,No E-Mail,0,0,0.0,57061
7,1) $0 - $100,67.9,0,1,Urban,0,Web,Womens E-Mail,1,0,0.0,10146
2,4) $350 - $500,494.37,1,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0,6881
5,1) $0 - $100,29.99,0,1,Urban,0,Phone,Womens E-Mail,0,0,0.0,51147
3,2) $100 - $200,185.22,1,0,Surburban,0,Phone,Womens E-Mail,0,0,0.0,7957
3,1) $0 - $100,79.84,1,0,Surburban,0,Phone,Womens E-Mail,0,0,0.0,15117
6,4) $350 - $500,427.25,0,1,Urban,1,Web,No E-Mail,0,0,0.0,7782
10,1) $0 - $100,44.06,1,0,Surburban,1,Web,No E-Mail,0,0,0.0,19670
4,1) $0 - $100,29.99,1,0,Urban,0,Web,No E-Mail,0,0,0.0,31146
2,1) $0 - $100,80.62,1,0,Rural,1,Web,No E-Mail,0,0,0.0,15070
1,1) $0 - $100,74.21,1,0,Urban,0,Phone,No E-Mail,1,0,0.0,46330
1,1) $0 - $100,39.04,1,0,Urban,0,Web,Womens E-Mail,0,0,0.0,44172
7,3) $200 - $350,245.45,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0.0,18115
1,5) $500 - $750,504.34,0,1,Urban,1,Multichannel,Mens E-Mail,0,0,0.0,12564
3,2) $100 - $200,147.22,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0.0,55125
2,2) $100 - $200,142.79,1,0,Rural,1,Web,Mens E-Mail,1,0,0.0,58591
1,1) $0 - $100,29.99,1,0,Surburban,0,Phone,Womens E-Mail,1,0,0.0,11762
10,1) $0 - $100,40.95,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0.0,2463
1,5) $500 - $750,504.67,1,1,Urban,1,Multichannel,No E-Mail,0,0,0.0,16390
2,4) $350 - $500,403.21,1,0,Surburban,0,Multichannel,Mens E-Mail,1,0,0.0,42056
6,1) $0 - $100,29.99,0,1,Urban,0,Web,No E-Mail,0,0,0.0,61530
5,2) $100 - $200,188.78,0,1,Urban,1,Phone,No E-Mail,0,0,0.0,48994
6,3) $200 - $350,322.57,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0,62394
11,2) $100 - $200,119.15,0,1,Urban,1,Phone,Mens E-Mail,0,0,0.0,44360
6,2) $100 - $200,183.9,0,1,Urban,0,Phone,Womens E-Mail,0,0,0.0,42078
6,2) $100 - $200,126.57,1,0,Surburban,0,Web,No E-Mail,0,0,0.0,7257
3,1) $0 - $100,30.77,0,1,Urban,0,Phone,Mens E-Mail,0,0,0.0,45872
1,1) $0 - $100,71.38,1,0,Surburban,1,Web,No E-Mail,0,0,0.0,37557
2,1) $0 - $100,29.99,1,0,Rural,1,Web,Womens E-Mail,0,0,0.0,49709
3,1) $0 - $100,71.89,1,0,Rural,1,Phone,Mens E-Mail,0,0,0.0,54122
9,1) $0 - $100,88.87,1,0,Urban,0,Phone,Womens E-Mail,0,0,0.0,21182
10,4) $350 - $500,441.89,0,1,Urban,0,Multichannel,Womens E-Mail,0,0,0.0,60717
1,1) $0 - $100,29.99,1,0,Surburban,0,Web,Mens E-Mail,0,0,0.0,41218
10,5) $500 - $750,612.08,1,0,Rural,1,Multichannel,Womens E-Mail,0,0,0.0,46203
2,3) $200 - $350,250.37,1,0,Surburban,0,Web,Womens E-Mail,0,0,0.0,50050
2,1) $0 - $100,47.09,0,1,Urban,0,Phone,Womens E-Mail,0,0,0.0,18850
10,2) $100 - $200,193.77,1,0,Surburban,0,Web,No E-Mail,0,0,0.0,27744
4,5) $500 - $750,702.59,0,1,Urban,1,Multichannel,Womens E-Mail,0,0,0.0,35362
1,1) $0 - $100,29.99,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0,19212
11,2) $100 - $200,112.91,1,0,Urban,0,Web,Womens E-Mail,0,0,0.0,10958
4,5) $500 - $750,548.86,1,0,Urban,1,Phone,Mens E-Mail,0,0,0.0,62416
1,3) $200 - $350,338.73,1,1,Urban,0,Multichannel,Mens E-Mail,0,0,0.0,56871
12,1) $0 - $100,45.87,1,0,Urban,1,Phone,No E-Mail,0,0,0.0,43069
8,4) $350 - $500,473.68,1,0,Rural,1,Web,Womens E-Mail,0,0,0.0,29410
3,2) $100 - $200,186.16,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0,45126
2,4) $350 - $500,426.81,1,0,Surburban,0,Multichannel,Womens E-Mail,1,0,0.0,20387
10,3) $200 - $350,210.62,0,1,Urban,0,Web,No E-Mail,0,0,0.0,62762
3,1) $0 - $100,43.81,1,0,Urban,0,Web,Womens E-Mail,0,0,0.0,52587
1,2) $100 - $200,156.59,1,0,Surburban,0,Web,No E-Mail,0,0,0.0,42226
1,1) $0 - $100,32.58,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0.0,5131
2,1) $0 - $100,48.79,1,0,Urban,0,Phone,Mens E-Mail,0,0,0.0,2344
4,5) $500 - $750,621.77,0,1,Rural,1,Web,Mens E-Mail,0,0,0.0,23907
5,4) $350 - $500,357.84,1,0,Rural,0,Multichannel,Womens E-Mail,0,0,0.0,4751
4,2) $100 - $200,149.68,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0,22664
9,2) $100 - $200,107.19,0,1,Urban,1,Phone,No E-Mail,0,0,0.0,18229
4,3) $200 - $350,268.27,1,1,Urban,0,Web,Womens E-Mail,0,0,0.0,32579
12,2) $100 - $200,105.2,0,1,Surburban,1,Web,No E-Mail,0,0,0.0,42840
9,1) $0 - $100,76.26,1,0,Surburban,0,Web,Mens E-Mail,1,0,0.0,20167
9,5) $500 - $750,503.52,1,0,Surburban,1,Multichannel,No E-Mail,0,0,0.0,51076
3,1) $0 - $100,82.13,1,0,Surburban,1,Phone,No E-Mail,0,0,0.0,57769
11,2) $100 - $200,163.3,1,0,Surburban,0,Web,No E-Mail,0,0,0.0,26668
5,1) $0 - $100,29.99,0,1,Urban,1,Web,Womens E-Mail,0,0,0.0,62170
9,1) $0 - $100,29.99,0,1,Urban,0,Web,No E-Mail,0,0,0.0,30422
2,2) $100 - $200,167.77,1,0,Surburban,1,Web,Mens E-Mail,1,0,0.0,52385
10,1) $0 - $100,43.6,1,0,Urban,1,Phone,Mens E-Mail,0,0,0.0,26448
10,1) $0 - $100,29.99,0,1,Surburban,1,Phone,No E-Mail,0,0,0.0,2807
4,1) $0 - $100,91.1,1,0,Surburban,0,Web,Mens E-Mail,0,0,0.0,6649
3,1) $0 - $100,74.93,0,1,Urban,0,Web,No E-Mail,0,0,0.0,5470
10,1) $0 - $100,85.61,0,1,Urban,0,Web,No E-Mail,0,0,0.0,32526
8,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0.0,14283
1,"7) $1,000 +",1955.88,0,1,Urban,1,Multichannel,Mens E-Mail,0,0,0.0,57083
7,1) $0 - $100,88.09,0,1,Surburban,1,Web,Mens E-Mail,0,0,0.0,9409
10,1) $0 - $100,50.3,0,1,Urban,1,Web,Mens E-Mail,0,0,0.0,61473
7,1) $0 - $100,62.41,0,1,Urban,1,Web,Womens E-Mail,0,0,0.0,60171
2,3) $200 - $350,226.36,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0,56922
4,4) $350 - $500,374.5,1,0,Surburban,0,Phone,Mens E-Mail,1,0,0.0,50924
9,2) $100 - $200,180.38,0,1,Urban,0,Phone,No E-Mail,0,0,0.0,12700
3,5) $500 - $750,630.92,0,1,Surburban,1,Web,No E-Mail,0,0,0.0,40105
10,1) $0 - $100,29.99,1,0,Rural,0,Web,Mens E-Mail,0,0,0.0,13996
2,5) $500 - $750,578.58,0,1,Urban,1,Web,Mens E-Mail,0,0,0.0,10790
4,3) $200 - $350,226.26,1,1,Surburban,1,Web,Womens E-Mail,0,0,0.0,42336
9,1) $0 - $100,42.22,1,0,Urban,0,Phone,Mens E-Mail,0,0,0.0,9351
4,4) $350 - $500,406.46,0,1,Surburban,0,Multichannel,No E-Mail,0,0,0.0,22653
10,5) $500 - $750,594.45,1,0,Surburban,1,Web,Mens E-Mail,0,0,0.0,30278
7,3) $200 - $350,324.63,0,1,Rural,1,Web,Mens E-Mail,1,0,0.0,58177
9,2) $100 - $200,108.25,0,1,Urban,0,Web,Mens E-Mail,0,0,0.0,1957
10,2) $100 - $200,106.71,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0.0,58895
4,2) $100 - $200,137.68,0,1,Urban,1,Phone,Mens E-Mail,0,0,0.0,11339
1,2) $100 - $200,184.28,1,0,Surburban,0,Phone,No E-Mail,1,0,0.0,12773
3,1) $0 - $100,29.99,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0,4880
9,1) $0 - $100,42.81,0,1,Urban,0,Phone,No E-Mail,0,0,0.0,62950
1,"6) $750 - $1,000",945.93,0,1,Surburban,1,Multichannel,Mens E-Mail,0,0,0.0,55136
1,"7) $1,000 +",1484.6,1,1,Rural,1,Web,Mens E-Mail,1,0,0.0,39138
9,3) $200 - $350,235.87,0,1,Surburban,1,Web,Mens E-Mail,0,0,0.0,27038
7,1) $0 - $100,44.17,1,0,Urban,1,Web,Mens E-Mail,1,0,0.0,53560
10,1) $0 - $100,82.18,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0,11578
4,1) $0 - $100,86.39,0,1,Rural,0,Web,Womens E-Mail,0,0,0.0,55561
10,1) $0 - $100,38.06,1,0,Urban,0,Web,Womens E-Mail,0,0,0.0,57171
1,"7) $1,000 +",1122.7,1,1,Urban,1,Web,Womens E-Mail,0,0,0.0,55322
1,2) $100 - $200,100.07,1,0,Surburban,1,Web,Mens E-Mail,0,0,0.0,25690
1,1) $0 - $100,36.29,0,1,Urban,1,Web,Womens E-Mail,0,0,0.0,5189
10,3) $200 - $350,267.99,0,1,Urban,0,Web,Mens E-Mail,1,0,0.0,49171
3,1) $0 - $100,50.83,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0,1515
2,2) $100 - $200,181.21,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0,7977
11,4) $350 - $500,412.54,1,0,Surburban,0,Web,Mens E-Mail,0,0,0.0,8874
1,5) $500 - $750,507.89,1,0,Urban,1,Web,Womens E-Mail,0,0,0.0,24640
7,5) $500 - $750,721.05,1,1,Rural,1,Phone,Womens E-Mail,0,0,0.0,8932
7,2) $100 - $200,183.24,1,0,Surburban,1,Web,No E-Mail,0,0,0.0,11918
3,5) $500 - $750,666.15,1,0,Urban,1,Multichannel,No E-Mail,0,0,0.0,35732
1,2) $100 - $200,122.86,0,1,Urban,0,Web,No E-Mail,0,0,0.0,59185
6,3) $200 - $350,318.46,0,1,Urban,1,Web,Mens E-Mail,1,0,0.0,25942
9,3) $200 - $350,238.99,1,0,Urban,0,Multichannel,No E-Mail,0,0,0.0,13829
6,1) $0 - $100,36.68,0,1,Urban,1,Web,No E-Mail,0,0,0.0,33867
6,1) $0 - $100,88.23,1,0,Surburban,0,Web,No E-Mail,0,0,0.0,58000
9,1) $0 - $100,29.99,1,0,Surburban,1,Web,Womens E-Mail,0,0,0.0,25931
3,2) $100 - $200,183.75,0,1,Surburban,0,Web,Womens E-Mail,0,0,0.0,55019
5,5) $500 - $750,511.77,0,1,Urban,1,Web,Womens E-Mail,0,0,0.0,14107
1,3) $200 - $350,221.37,1,1,Rural,0,Phone,No E-Mail,0,0,0.0,3723
10,3) $200 - $350,264.55,1,1,Surburban,0,Web,No E-Mail,0,0,0.0,53050
2,4) $350 - $500,477.46,1,0,Urban,0,Web,No E-Mail,0,0,0.0,53241
10,1) $0 - $100,29.99,1,0,Surburban,1,Web,Womens E-Mail,0,0,0.0,6188
1,4) $350 - $500,402.42,1,1,Surburban,1,Web,Mens E-Mail,1,0,0.0,51950
8,1) $0 - $100,29.99,1,0,Urban,1,Web,Mens E-Mail,0,0,0.0,5244
1,2) $100 - $200,158.78,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0.0,26737
10,1) $0 - $100,29.99,0,1,Urban,0,Web,Mens E-Mail,0,0,0.0,55393
1,2) $100 - $200,132.97,0,1,Rural,1,Phone,Womens E-Mail,0,0,0.0,53380
1,3) $200 - $350,263.16,0,1,Urban,1,Web,No E-Mail,0,0,0.0,52763
5,1) $0 - $100,45.42,1,0,Urban,0,Phone,Mens E-Mail,0,0,0.0,57826
1,2) $100 - $200,131.01,0,1,Surburban,0,Web,No E-Mail,1,0,0.0,57257
10,1) $0 - $100,90.29,0,1,Rural,0,Web,Womens E-Mail,1,0,0.0,24555
3,1) $0 - $100,37.74,1,0,Urban,1,Web,Mens E-Mail,0,0,0.0,24990
10,2) $100 - $200,109.53,0,1,Rural,1,Web,Womens E-Mail,0,0,0.0,12720
5,2) $100 - $200,197.27,1,0,Surburban,1,Phone,No E-Mail,0,0,0.0,18945
9,2) $100 - $200,137.53,1,0,Urban,0,Web,No E-Mail,0,0,0.0,4908
8,1) $0 - $100,29.99,1,0,Urban,0,Web,No E-Mail,0,0,0.0,1842
11,2) $100 - $200,148.45,0,1,Urban,0,Phone,Mens E-Mail,0,0,0.0,30524
8,2) $100 - $200,173.81,1,0,Urban,0,Phone,Womens E-Mail,0,0,0.0,11883
7,3) $200 - $350,310.44,1,0,Rural,0,Multichannel,No E-Mail,0,0,0.0,47885
2,3) $200 - $350,208.64,1,0,Rural,0,Phone,Mens E-Mail,0,0,0.0,8899
11,1) $0 - $100,63.71,0,1,Urban,1,Phone,Womens E-Mail,0,0,0.0,39102
1,1) $0 - $100,72.37,1,0,Surburban,1,Web,Mens E-Mail,0,0,0.0,16006
4,1) $0 - $100,86.3,1,0,Rural,1,Web,Womens E-Mail,0,0,0.0,45998
6,1) $0 - $100,57.48,1,0,Urban,1,Web,No E-Mail,0,0,0.0,33779
7,3) $200 - $350,219.82,0,1,Rural,0,Web,Mens E-Mail,0,0,0.0,22850
9,2) $100 - $200,118.01,0,1,Surburban,0,Web,Mens E-Mail,0,0,0.0,2212
4,3) $200 - $350,206.98,0,1,Urban,0,Phone,Womens E-Mail,0,0,0.0,36295
5,1) $0 - $100,54.85,1,0,Urban,1,Web,No E-Mail,0,0,0.0,61255
2,4) $350 - $500,463.93,1,0,Urban,0,Multichannel,Mens E-Mail,0,0,0.0,60415
1,2) $100 - $200,100.48,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0.0,48536
2,1) $0 - $100,29.99,1,0,Rural,1,Web,Womens E-Mail,0,0,0.0,10348
8,1) $0 - $100,29.99,0,1,Rural,0,Phone,Mens E-Mail,0,0,0.0,11974
1,3) $200 - $350,290.12,1,0,Urban,1,Phone,Mens E-Mail,0,0,0.0,4907
2,2) $100 - $200,151.61,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0.0,52232
1,1) $0 - $100,63.51,0,1,Rural,1,Web,No E-Mail,1,0,0.0,58930
9,1) $0 - $100,29.99,1,0,Urban,1,Web,Mens E-Mail,0,0,0.0,22543
6,3) $200 - $350,228.79,0,1,Urban,1,Web,Mens E-Mail,0,0,0.0,60862
8,1) $0 - $100,74.61,0,1,Surburban,0,Web,Mens E-Mail,0,0,0.0,53325
2,5) $500 - $750,732.17,0,1,Surburban,1,Phone,No E-Mail,0,0,0.0,15008
10,3) $200 - $350,340.91,1,0,Urban,0,Web,Womens E-Mail,0,0,0.0,33860
1,2) $100 - $200,141.06,1,0,Urban,1,Web,Mens E-Mail,0,0,0.0,9626
7,2) $100 - $200,137.43,0,1,Surburban,1,Web,No E-Mail,0,0,0.0,44913
9,1) $0 - $100,86.9,0,1,Surburban,1,Web,No E-Mail,0,0,0.0,40567
3,1) $0 - $100,35.76,1,0,Surburban,0,Web,No E-Mail,0,0,0.0,13646
10,2) $100 - $200,145.27,1,0,Rural,1,Phone,No E-Mail,0,0,0.0,24224
2,"6) $750 - $1,000",846.76,1,1,Rural,1,Web,Mens E-Mail,0,0,0.0,29850
1,5) $500 - $750,506.33,1,0,Rural,1,Multichannel,Mens E-Mail,0,0,0.0,7275
12,4) $350 - $500,468.81,1,0,Rural,0,Multichannel,Womens E-Mail,0,0,0.0,13959
11,2) $100 - $200,180.62,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0,57572
2,1) $0 - $100,73.58,1,0,Surburban,1,Web,Womens E-Mail,0,0,0.0,11146
10,1) $0 - $100,29.99,0,1,Urban,1,Web,Womens E-Mail,0,0,0.0,27729
2,2) $100 - $200,129.73,1,0,Surburban,0,Web,Mens E-Mail,0,0,0.0,2584
2,2) $100 - $200,118.53,1,0,Surburban,0,Web,Womens E-Mail,0,0,0.0,43146
7,3) $200 - $350,223.1,1,0,Surburban,0,Web,No E-Mail,0,0,0.0,36680
7,1) $0 - $100,75.55,0,1,Urban,1,Web,Mens E-Mail,0,0,0.0,29354
2,1) $0 - $100,70.99,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0.0,16633
4,2) $100 - $200,185.42,1,0,Surburban,1,Phone,No E-Mail,0,0,0.0,55076
5,5) $500 - $750,588.51,0,1,Rural,1,Phone,No E-Mail,0,0,0.0,17738
1,4) $350 - $500,451.53,1,1,Rural,1,Web,Womens E-Mail,1,0,0.0,50755
3,5) $500 - $750,691.05,1,1,Surburban,1,Phone,No E-Mail,0,0,0.0,45955
9,1) $0 - $100,81.17,0,1,Urban,1,Web,Mens E-Mail,0,0,0.0,44448
5,1) $0 - $100,92.5,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0,40013
10,1) $0 - $100,29.99,1,0,Surburban,1,Web,Womens E-Mail,0,0,0.0,29171
4,1) $0 - $100,29.99,1,0,Surburban,1,Web,No E-Mail,0,0,0.0,16027
1,4) $350 - $500,350.35,1,0,Surburban,0,Multichannel,No E-Mail,1,0,0.0,18442
9,2) $100 - $200,178.98,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0,62171
11,1) $0 - $100,55.42,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0,48348
6,1) $0 - $100,29.99,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0,26015
1,2) $100 - $200,199.62,0,1,Urban,0,Web,Mens E-Mail,0,0,0.0,29639
9,2) $100 - $200,163.41,0,1,Rural,0,Web,Mens E-Mail,0,0,0.0,57638
5,1) $0 - $100,41.33,1,0,Rural,0,Web,Womens E-Mail,1,0,0.0,39548
11,3) $200 - $350,311.3,1,0,Urban,0,Phone,Mens E-Mail,0,0,0.0,11986
3,1) $0 - $100,94.57,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0.0,6747
9,1) $0 - $100,44.02,0,1,Surburban,1,Web,Womens E-Mail,0,0,0.0,36328
4,3) $200 - $350,316.1,1,0,Urban,0,Phone,Womens E-Mail,0,0,0.0,28234
5,3) $200 - $350,215.03,0,1,Urban,1,Web,No E-Mail,0,0,0.0,296
3,2) $100 - $200,129.85,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0,61992
10,3) $200 - $350,233.74,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0,47361
3,1) $0 - $100,39.42,1,0,Rural,1,Web,Mens E-Mail,1,0,0.0,52246
4,1) $0 - $100,84.78,0,1,Rural,0,Web,Womens E-Mail,1,0,0.0,52978
11,3) $200 - $350,260.92,1,0,Rural,0,Phone,No E-Mail,0,0,0.0,36096
1,1) $0 - $100,36.48,0,1,Urban,0,Web,No E-Mail,0,0,0.0,20925
4,2) $100 - $200,156.69,0,1,Urban,1,Web,Womens E-Mail,0,0,0.0,25199
1,3) $200 - $350,227.27,1,0,Surburban,0,Phone,Womens E-Mail,0,0,0.0,5486
10,1) $0 - $100,92.48,1,0,Surburban,0,Web,Mens E-Mail,0,0,0.0,43739
11,2) $100 - $200,159.65,0,1,Rural,1,Web,Mens E-Mail,0,0,0.0,25127
7,2) $100 - $200,130.12,0,1,Urban,1,Phone,Mens E-Mail,0,0,0.0,7027
5,1) $0 - $100,63.2,0,1,Rural,0,Phone,Mens E-Mail,0,0,0.0,786
3,1) $0 - $100,85.35,1,0,Surburban,0,Web,Mens E-Mail,0,0,0.0,40929
9,3) $200 - $350,307.33,1,0,Surburban,0,Multichannel,Womens E-Mail,0,0,0.0,51999
6,1) $0 - $100,29.99,1,0,Rural,1,Phone,Womens E-Mail,0,0,0.0,60893
4,1) $0 - $100,29.99,0,1,Urban,0,Web,No E-Mail,1,0,0.0,5615
3,1) $0 - $100,39.3,1,0,Urban,1,Web,No E-Mail,0,0,0.0,27713
11,3) $200 - $350,341.82,0,1,Urban,0,Phone,Mens E-Mail,0,0,0.0,38089
9,2) $100 - $200,104.34,0,1,Surburban,1,Web,Womens E-Mail,0,0,0.0,8255
1,3) $200 - $350,310.99,1,1,Surburban,0,Phone,No E-Mail,0,0,0.0,59231
10,1) $0 - $100,29.99,1,0,Urban,1,Web,Mens E-Mail,0,0,0.0,48261
4,5) $500 - $750,510.12,0,1,Urban,1,Phone,Womens E-Mail,1,0,0.0,15933
9,2) $100 - $200,130.17,0,1,Rural,1,Phone,Mens E-Mail,0,0,0.0,48545
3,2) $100 - $200,176.45,0,1,Urban,0,Phone,Mens E-Mail,0,0,0.0,10443
3,3) $200 - $350,285.42,1,1,Rural,0,Phone,No E-Mail,1,0,0.0,60657
3,1) $0 - $100,31.03,1,0,Urban,1,Web,Mens E-Mail,0,0,0.0,32603
10,1) $0 - $100,81.01,0,1,Urban,1,Web,No E-Mail,0,0,0.0,7134
10,2) $100 - $200,178.68,0,1,Rural,1,Web,Womens E-Mail,0,0,0.0,53891
3,2) $100 - $200,109.52,0,1,Surburban,1,Web,Mens E-Mail,0,0,0.0,37463
1,1) $0 - $100,39.14,1,0,Rural,1,Web,Womens E-Mail,0,0,0.0,44355
12,1) $0 - $100,54.27,1,0,Urban,0,Web,No E-Mail,0,0,0.0,57286
1,3) $200 - $350,297.6,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0.0,46998
3,"7) $1,000 +",1507.73,1,0,Surburban,1,Phone,Womens E-Mail,0,0,0.0,44643
3,5) $500 - $750,542.34,1,1,Rural,1,Web,Womens E-Mail,0,0,0.0,40324
5,2) $100 - $200,181.94,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0,31955
6,"6) $750 - $1,000",779.73,1,0,Rural,1,Web,Mens E-Mail,0,0,0.0,45395
1,3) $200 - $350,227.14,1,0,Surburban,1,Web,Mens E-Mail,0,0,0.0,15902
10,4) $350 - $500,415.63,0,1,Surburban,0,Multichannel,No E-Mail,0,0,0.0,31045
9,1) $0 - $100,30.01,0,1,Urban,0,Phone,Mens E-Mail,0,0,0.0,30088
7,5) $500 - $750,508.3,1,1,Surburban,1,Multichannel,No E-Mail,0,0,0.0,59727
7,2) $100 - $200,112.1,0,1,Surburban,0,Web,Mens E-Mail,1,0,0.0,20104
10,1) $0 - $100,29.99,1,0,Rural,0,Phone,Mens E-Mail,0,0,0.0,45134
10,3) $200 - $350,287.14,0,1,Rural,0,Web,No E-Mail,0,0,0.0,30666
7,2) $100 - $200,156.75,1,0,Surburban,0,Web,No E-Mail,0,0,0.0,9397
2,1) $0 - $100,37.19,1,0,Rural,0,Phone,No E-Mail,0,0,0.0,60583
10,1) $0 - $100,37.94,0,1,Surburban,1,Phone,No E-Mail,0,0,0.0,26368
